id,nome,sobrenome,documento_tipo,documento_numero,email,telefone,endereco,cidade,estado,pais,moeda_preferida,data_cadastro,status
1dfb761b-6ce3-4580-aef3-0f7eaa032f69,Felipe,Fernandes,CPF,676.292.956-73,felipe.fernandes78@hotmail.com,+525292427773,"Rua da Consolação, nº 2221, Campinas/SP",Campinas,SP,Brasil,BRL,2019-12-21T15:02:05Z,active
c2d61583-f1df-4374-a9a4-2ebcb52f6f9d,  Santiago , García  ,RFC,SDCN307653L90,santiago.garcía86@hotmail.com,,"Blvd. Manuel Ávila Camacho, nº 1996, Guadalajara/JAL",Guadalajara,JAL,MX,mxn,15/12/2019 22:35,ativo
b4cbae94-160b-4c06-9ac7-006a4af1c274,VANESSA,RIBEIRO,Cpf,179.343.455-50,vanessa.ribeiro89@hotmail.com,67998325826,"Rua Oscar Freire, 688, Belo Horizonte - MG",Belo Horizonte,MG,Brasil,BRL,2021-10-07 14:00:16,bloqueado
95795b37-f361-4ac1-966d-406c5039b7d8,  Patricia , Carvalho  ,Cpf,766.876.803-38,patricia.carvalho14@outlook.com,,Rua Voluntários da Pátria 667,Rio de Janeiro,RJ,Brasil,BRL,2018-10-29T01:18:01Z,suspended
99c05977-115c-44e8-8d2f-0ba3a5c81722,  André , Costa  ,CPF,154.203.439-36,andré.costa37@live.com,+5549931883191,Av. Atlântica 779,Campinas,SP,Brasil,BRL,19/03/2024 23:59,ativo
1891e395-8239-4b86-be52-e1ef204fc75c,Isabela Dias,,CPF,126.311.274-91,isabela.dias63@yahoo.com.br,(22) 98914-7349,"Av. Brasil, 1196, Recife - PE",Recife,PE,Brasil,BRL,24/04/2023 03:19,ativo
f21f19ef-b0ac-4255-8c8f-37b4c280af3f,JULIANA,NASCIMENTO,CPF,870.813.783-22,juliana.nascimento8@uol.com.br,+5560970139805,"Rua das Flores, nº 352, Campinas/SP",Campinas,SP,Brasil,BRL,27/01/2024 13:48,ativo
fbd77887-c6a0-43e6-a845-f447606b116c,Isabella García,,CEDULA,33203422,isabella.garcía81@hotmail.com,,Calle 72 868 Bogotá DC,Bogotá,DC,colombia,COP,01/06/2019 01:27,inativo
2776f576-b69d-4cd6-b3aa-3be92db087ee,Isabella,Sánchez,CEDULA,65625517,isabella.sánchez69@outlook.com,(44) 96275-8955,"Barranquilla, ATL",Barranquilla,ATL,Colombia,COP,15/02/2019 03:36,bloqueado
b27e5c25-28e5-43c9-9534-15b9ebebf8e0,JULIANA,SANTOS,cpf,481.120.445-48,juliana.santos39@hotmail.com,38954649480,"Rua Voluntários da Pátria, nº 1274, Manaus/AM",Manaus,AM,Brasil,BRL,2023-07-07T22:43:06Z,INATIVO
40845ddb-0d57-4694-b569-2ec6add7cac9,FERNANDA,OLIVEIRA,cpf,238.899.971-77,fernanda.oliveira32@gmail.com,70967796914,"Av. Presidente Vargas, 2330, Porto Alegre - RS",Porto Alegre,RS,Brasil,BRL,2019-12-13T06:56:53Z,ATIVO
292ade28-9beb-40b3-bae1-e65a9ce8ce4b,Amanda,Dias,cpf,700.664.458-54,amanda.dias74@hotmail.com,+5538929709238,"Rua XV de Novembro, nº 670, Recife/PE",Recife,PE,Brasil,BRL,2019-01-06T09:01:24Z,ativo
3fc82785-bdd3-45cf-b65c-7686998897f6,FERNANDA,DIAS,cpf,722.924.412-92,fernanda.dias39@yahoo.com.br,,Av. Brasil 1128,São Paulo,SP,Brasil,BRL,2022-03-23T11:29:16Z,inativo
71724c99-ac82-48b5-b3df-45a681c80acc,Pedro,Araújo,cpf,367.771.828-93,pedro.araújo52@uol.com.br,48934819604,Rua Oscar Freire 1224 Porto Alegre RS,Porto Alegre,RS,Brasil,BRL,07/09/2019 16:48,bloqueado
8bb3cbf6-d691-4481-b514-6da29c3ba6a8,BRUNO,RODRIGUES,Cpf,647.753.903-70,bruno.rodrigues13@outlook.com,(44) 99159-3999,"Salvador, BA",Salvador,BA,Brasil,BRL,14/05/2021 05:53,Ativo
3f5ed695-c445-4402-a684-943476b25501,Daniela,Araújo,Cpf,401.574.971-25,daniela.araújo49@live.com,,"Rua Augusta, 1928, Salvador - BA",Salvador,BA,Brasil,BRL,19/10/2018 15:56,active
6aac2ffe-0a6c-4f1c-ac99-04daf8f0bda7,Camila,Rodríguez,RFC,QAHT174706WO8,camila.rodríguez97@outlook.com,+5578925578773,"Av. Insurgentes, 20, Guadalajara - JAL",Guadalajara,JAL,Mexico,mxn,27/12/2023 06:46,inativo
aa665426-d8a2-44be-abbe-a643fb739816,DIEGO,ARAÚJO,cpf,601.467.868-34,diego.araújo94@hotmail.com,+525697314051,Rua XV de Novembro 676,Brasília,DF,Brasil,BRL,2018-03-20T07:14:46Z,ativo
49e4d8a6-4656-4fef-aa75-2407ef41596e,Ana,Silva,cpf,554.489.226-80,ana.silva54@outlook.com,+5595913553285,Av. Paulista 1036,São Paulo,SP,Brasil,BRL,2019-09-20T06:44:43Z,ATIVO
9c4ec5ea-1d95-496e-8e9a-0405249c9544,Sofía,Torres,RFC,VZJK159642ADD,sofía.torres83@outlook.com,+521623396125,Av. Insurgentes 2024 Guadalajara JAL,Guadalajara,JAL,mexico,Pesos,04/01/2019 16:04,INATIVO
b43411d7-55fb-4af3-8cf0-bbcb93aef7c1,  Natália , Santos  ,Cpf,762.274.436-55,natália.santos15@hotmail.com,(69) 94453-7319,"São Paulo, SP",São Paulo,SP,Brasil,BRL,2021-01-03 23:05:23,active
8b251019-8165-4fa4-9ef4-23abac275d53,NATÁLIA,COSTA,Cpf,594.921.682-96,natália.costa63@yahoo.com.br,,Av. Atlântica 1795 Rio de Janeiro RJ,Rio de Janeiro,RJ,Brasil,BRL,2022-04-05T11:39:01Z,Ativo
ee0b6a93-0f94-4d99-a4a5-f5323352545a,  Emiliano , Ramírez  ,RFC,LSMR6188607SQ,emiliano.ramírez65@gmail.com,,"Av. Reforma, 678, Querétaro - QRO",Querétaro,QRO,MX,mxn,07/07/2023 10:15,ATIVO
620c456a-1030-4daa-9c6f-7676b09dc0d0,  Ana , Ribeiro  ,CPF,513.522.136-81,ana.ribeiro72@uol.com.br,+525617284695,"Rua das Flores, 2250, Manaus - AM",Manaus,AM,Brasil,BRL,2019-01-08T19:39:40Z,suspended
1c8daafd-c1f9-439b-aec4-c14c145935c3,Gabriel,Souza,CPF,449.463.949-91,gabriel.souza64@hotmail.com,35916206227,"Rio de Janeiro, RJ",Rio de Janeiro,RJ,Brasil,BRL,2023-11-09 11:44:06,suspended
dc71503f-79a9-4052-a097-df62bcf49c9e,Marcos,Souza,Cpf,957.788.702-25,marcos.souza56@uol.com.br,,Rua das Flores 1846,Brasília,DF,Brasil,BRL,2023-08-28T04:31:00Z,INATIVO
3db642c6-d156-4714-ae61-7798d03d7758,  Letícia , Almeida  ,cpf,401.563.924-27,letícia.almeida95@live.com,(38) 93291-4435,Av. Atlântica 566,Porto Alegre,RS,Brasil,BRL,2023-09-30T09:53:44Z,active
ab1aecb2-bece-4149-a16f-761982250a8e,  Valentina , Rodríguez  ,RFC,PYSR858401NBC,valentina.rodríguez97@hotmail.com,,"Calle Juárez, nº 660, Querétaro/QRO",Querétaro,QRO,MX,mxn,23/10/2020 04:53,Ativo
a0cc33a6-12a2-4267-9dbe-5f5a079124b5,Santiago Pérez,,RFC,YZIO0267886ZX,santiago.pérez88@hotmail.com,,"Puebla, PUE",Puebla,PUE,MX,Pesos,15/03/2020 23:12,active
65baa4b5-252d-4361-9d59-f5ad95e143a0,  Juan , Hernández  ,CEDULA,98837400,juan.hernández29@uol.com.br,+5534969874593,"Bogotá, DC",Bogotá,DC,Colombia,cop,03/03/2024 11:04,Ativo
1f153b58-00f4-4ab8-be0b-c1fb13443076,  Regina , González  ,RFC,NZVZ0649668YL,regina.gonzález66@uol.com.br,(16) 94856-4154,"Blvd. Manuel Ávila Camacho, nº 1581, Guadalajara/JAL",Guadalajara,JAL,MX,MXN,2024-01-22T23:18:01Z,ativo
d22e036c-13c7-4f95-8ee6-d3dd49213dc1,  André , Rodrigues  ,CPF,310.650.948-99,andré.rodrigues12@gmail.com,44954711545,"Av. Atlântica, 1783, Goiânia - GO",Goiânia,GO,Brasil,BRL,22/09/2019 00:29,bloqueado
4cb702dd-88d2-4a61-93a2-ec06d8103872,  Isabela , Souza  ,Cpf,837.733.164-84,isabela.souza12@uol.com.br,(59) 96473-1504,"Rua das Flores, 187, Fortaleza - CE",Fortaleza,CE,Brasil,BRL,2022-01-05T16:06:18Z,bloqueado
d0674f6d-d6e5-4b80-91be-8bfa808bc8d8,  Mateo , González  ,RFC,OODA559379MOX,mateo.gonzález15@hotmail.com,+526996526748,Av. Reforma 584 Monterrey NL,Monterrey,NL,MX,Pesos,2020-01-24T07:39:53Z,ATIVO
9de8d5ec-a618-4dfc-bc8d-9f847542e326,Bruno Ribeiro,,CPF,787.771.340-22,bruno.ribeiro79@outlook.com,57942457517,"Salvador, BA",Salvador,BA,Brasil,BRL,2018-10-13 06:20:31,ativo
0db5e0bf-36af-43eb-81d4-eb0efe2763ff,Sebastián Rodríguez,,RFC,WMJH516881TJ5,sebastián.rodríguez28@uol.com.br,30949099345,"Av. Insurgentes, 309, Guadalajara - JAL",Guadalajara,JAL,mexico,MXN,2023-09-09 20:01:52,inativo
718099fd-24ff-4cdd-a60e-4f50d2bdde3c,  Isabela , Almeida  ,Cpf,243.556.263-32,isabela.almeida29@gmail.com,,"Campinas, SP",Campinas,SP,Brasil,BRL,22/08/2019 23:46,bloqueado
a407fc3a-e23e-4207-8c37-c23ca763201b,Maria Santos,,CPF,820.633.748-45,maria.santos76@outlook.com,+523879306247,"Goiânia, GO",Goiânia,GO,Brasil,BRL,08/02/2024 18:11,suspended
7ade4ae8-d577-41af-b992-a8e800acf1ee,Leonardo,Pereira,CPF,178.626.758-45,leonardo.pereira30@live.com,86921642106,Rua XV de Novembro 867 Recife PE,Recife,PE,Brasil,BRL,2020-02-05 05:23:38,Ativo
bb0eba97-3897-4405-bb7e-8128dfd9babe,  Leonardo , Correia  ,CPF,364.284.629-61,leonardo.correia28@gmail.com,,"Belo Horizonte, MG",Belo Horizonte,MG,Brasil,BRL,2018-03-18 23:46:42,inativo
92e5516b-e50b-4692-90bb-e3851395b233,Catalina,Díaz,CEDULA,36096655,CATALINA.DÍAZ55@GMAIL.COM,,Carrera 15 2025,Barranquilla,ATL,colombia,cop,26/09/2020 04:41,INATIVO
03d1c707-30ac-42af-a535-eddf0b5d7e88,CARLOS,MARTINS,cpf,881.178.687-27,CARLOS.MARTINS4@GMAIL.COM,,"Rua Oscar Freire, nº 2169, Salvador/BA",Salvador,BA,Brasil,BRL,19/06/2022 10:41,suspended
14add428-9619-43b9-a3f1-716c7e148273,MARIA,CARVALHO,Cpf,816.873.339-64,MARIA.CARVALHO29@UOL.COM.BR,,"Rua Augusta, 374, Goiânia - GO",Goiânia,GO,Brasil,BRL,05/01/2018 06:30,ATIVO
7cd14a1a-c921-413e-ab11-dc1dca08cccd,RAFAEL,OLIVEIRA,Cpf,714.838.722-46,RAFAEL.OLIVEIRA51@LIVE.COM,,"Av. Presidente Vargas, nº 110, Curitiba/PR",Curitiba,PR,Brasil,BRL,2020-04-21 16:38:32,ativo
df9115a3-fd5e-437b-8318-e7856cfad62e,Catalina Díaz,,CEDULA,93652460,CATALINA.DÍAZ5@UOL.COM.BR,,"Av. El Dorado, nº 329, Cali/VAC",Cali,VAC,Colombia,cop,26/12/2023 12:20,active
912375d5-eb60-4882-bf36-252c7f8472fd,André Santos,,Cpf,411.187.354-25,ANDRÉ.SANTOS76@OUTLOOK.COM,,Rua XV de Novembro 2286,Belo Horizonte,MG,Brasil,BRL,2020-07-13 16:24:28,Ativo
7f5df058-f102-4d56-9f53-b3b5dc151a65,LETÍCIA,MARTINS,Cpf,981.111.796-24,LETÍCIA.MARTINS1@YAHOO.COM.BR,,"Rua Augusta, nº 2200, Fortaleza/CE",Fortaleza,CE,Brasil,BRL,2021-10-25 03:18:27,active
fdbe0957-10c9-4ccb-b047-3d9cf12339cd,BEATRIZ,SOUZA,Cpf,639.138.777-53,BEATRIZ.SOUZA57@LIVE.COM,,"Fortaleza, CE",Fortaleza,CE,Brasil,BRL,2022-03-24 04:10:11,inativo
